Мядзведзева В. 985.1, 985.2, 985.6
Мялешка В. 447
Мянжынскі В. 1011.1, 1056
Мяніцкі В. 69
Мясникова В. 456
Мяснікова В. 431.3, 431.10, 431.11
Мяснікова Н. 971
Мятліцкая I. 1057
Мяцельская Е. 386, 629, 630, 1058-1062, 1489, 1755
Мяшкоў А. 1340
Мяшэчка Я. 1063
Навіцкі І. 600
Навіцкі У. 1164.16
Навічэнка Н. 1039, 1066
Навуменка I. 1498
Навумовіч M. 334
Нагорны M. 862
Надтачэеў Л. 1164.85
Назарава Я. 1344
Напорка А. 431.4, 431.5
Напрэеў Г. 1164.44-1164.46, 1164.89
Нарачніцкі А. 1064.2
Наркевіч А. 1073, 1074
Насевіч В. 1089
Наследышева Е. 1781.2
Насовіч I. 1120.2
Наумовъ І. 1091
Наумовіч А. 1164.40
Невский С. 1754.1
Некрасов В. 1754.1
Некрашэвіч Ж. 1096
Некрашэвіч С. 123, 1097, 1098, 1151
Немкович Н. 851
Ненадавец А 1099
Непачаловіч Т. 1111.1
Нерознак В. 2157.1
Нестеренко В. 302
Несцяровіч В. А. 1185, 1100-1102
Несцяровіч В. І. 177, 296, 305, 306, 640, 646
Несцяронак В. 1103
Несцяронак M. 1103
Несцярук Л. 97
Неўдах У. 1104
Никитенко П. 369, 370, 374, 377-380
Никитина T. 1384
Никифоров M. 1106
Никифоровскій H. 1107, 70, 77.1.1
Николаев В. 829
Николаева О. 829
Никончук Н. 72
Никончук М. 1108, 1109
Никулина Н. 1110
Нисенбаум И. 1025.2
Нисневич И. 538
Нікалаеў М. 1105
Нікановіч В. 1164.33
Нікіфороўскі M. 1107.2.1, 1107.2.2
Нікіцевіч А. 140
Нікіценка П. 1496
Нікіценкава Л. 1491.3
Нікіценкаў В. 1491.2
Нікольскі Н. 194, 494. 533. 1226.9.4
Німчук В. 231.3, 575.8, 867.3
Новйцкій И. 1115
Новікава Г. M. 519
Новікава Галіна 1112, 1113
Новікава Р. 483
Новікава Т 141, 530
Новікаў А. 1114
Новікаў М. 657
Норман Б 1012
Носкова С 812
Носовичъ И. 1117-1120, 71-75
Нядзведзкая В. 895
Нядзелька У. 1164.25
Няміга (сапр. Паланевіч) Г. 1126
Нямковіч Н. 1143,1695
НямцоўВ. Б. 1710
Нясмелаў М. 1673
Няхай Р. 1204
Нячаева Г. 315
Обух Р 1128
Околовіч Я. 1289
Окуней А. 532
Орешонкова А. 1372, 1419
Орлов В. 226
Осіпаў В. 1164.48
Пабока П. 955
Павініч I. 1164.68
Павловец Д. 1137, 1388
Павловйч Л. 1555
Павлюк Н. 1110
Павлюкевич С. 1161
Павяльчук Л. 1164.35, 1701.1
Паграноўскі М. 198
Падгайскі Л. 94.2, 94.3, 94.5, 151, 1138-1140, 1442, 1443
Падгайскі М. 1141,1142
Паддубская А. 1143. 1695
Падлужны А. 88, 90, 178, 1485
Падокшын С. 393
Пазняк З. 1147
Пазняк У. 1414
Пазнякоў М 1148-1150
Паладзенка В. 1152
Паланевіч (псэўд. Няміга) Г. 1126
Палачанін Ф. 1153
Палікарповіч К. 2035.5, 2035.6
Палуяновіч У. 1230, 1367
Палханава Ж. 1423
Пальцаў Г 1154
Палянскі Ю. 11, 12
Палячонак Л. 1359
Паляшчук І. 1504.27
Памецька Н. 1155, 1156
Панасюк Н. 1165
Панков Д. 332
Панова I. 2096-2099, 2112, 2167
Паноў С. 1003
Панцялейка А. 257, 320, 1164.9
Панько Л. 1263
Панькоў (псэўд. Вольны) М. 20
Паньшина И. 1166
Панюціч К. 665, 1167-1169
Папкоўская А 1170
Папоў В 1171
Параскевіч Г. 1173
Парашкоў C. 1174
Парукаў А. 985.7
Парфёнаў В. 1307, 1420, 1827, 1828
Парфенов В. 1130,1221.2,1314
Парфянюк Г. 1164.38
Парэцкі Я. 1175
Пасохіна Г. 1491.1
Пастухов М. 1177
Патаенка Ю. 1895
Пауль Э. 1662
Паўлава Л. 1927
Паўлавец Д. 1564
Паўленка М. 1178, 1179
Паўлі Ж. 1180
Паўловіч А. 79
Паўловіч С. 80
Паўловіч C. I. 104
Паўлоўская Н. 1181
Паўлоўскі А. 594
Паўлоўскі I. 468, 1182-1186
Паўлюкавец А. 1187
Паўлючук У. 1188
Паходня Ж. 1127
Пацэнка М. 1164.7
Пацюпа Ю. 1189, 1190
Пашкевіч В. 1195, 123
Пашкевіч Л. 169, 353
Пашковіч Т. 1335
Пашкоў Г. 9, 108, 191, 574, 824, 1164.4, 1164.6, 1164.25, 1164.32, 1164.47, 1164.48, 1164.51, 1164.55, 1164.61, 1164.63, 1164.66, 1164.67, 1164.71, 1164.90, 1402, 1805, 1897.3-1897.6, 1944.1
Пашчасцева Е 1604
Пашчасцеў У. 1604
Пекач А. 176.1
Перавалава Н. 438, 1804.2
Перапяліца А. 162
Перапяліца 3. 620
Петрашкевич А. 1065
Петрашкевіч А. 1162, 1164.11, 1164.15-1164.17, 1164.21, 1164.27.1, 1164.31, 1164.33, 1164.38, 1164.42, 1164.43, 1164.49, 1164.52, 1164.53, 1164.56, 1164.57, 1164.63-1164.65, 1164.69, 1164.72, 1164.76, 1164.86, 1164.88, 2143.1.3, 2143.2.2
Петрашкевіч Н. 1002
Петриков П 1090
Петроковец М 1765
Петрыкава Ю. 1164.77
Петрыкаў П. 1003, 1874
Пешын С. 824
Пилипович Т. 1765
Пипченко Н. 991.6
Півавар М. 1199
Піваварчык I. 1200
Півторак Р. 81
Півульскі Я 2034
Пікулік М. 574
Піліпенка М. 847
Піліпёнак М. гл. Станкевіч Ян
Піліпец В. 1164.37
Піліповіч Т. 1145
Піскун Л. 1206.1, 1206.2
Піскун Я. 1206.1, 1206.2
Пішчулёнак М 1199
Платніцкі М. 667, 1504.25
ПлатонаўР. 155, 1207,1 208
Платонов М. 1019
Платонов Р. 1566
Плаўнік С. 1976
Плотницкий М. 1042, 1476
Плыгаўка Л. 1209
Пляшэвіч У. 1872, 1873 Побаль Л. 1424,2035.10-2035.12, 2035.18-2035.20
Побединская С 1242
Подгайская А 1738, 1740
Поддубский Н. 224.3
Подлнпскнй А. 324, 1211, 1212, 1265
Подлужный А. 777, 779
Подорская Л. 1371
Пожаровъ П. 1553
Полевой А. 286,1214
Полоцкий С 1216, 82
Полубйнскій В. 1132.2
Попов Н. 2157.1
Попова Т. 342
Поппэ А. 2108
Порецкий Я. 2033.1.1, 2118.6
Потемкин М. 1029
Пракаповіч І. 1227-1229
Пракапчук М. 1230, 1367
Пракопаў П. 1448
Пратасава М. 32
Пратасеня П. 1226.2, 1226.9.4
Пратасэвіч I. 1235
Праходскі А. 931
Прач С. 1238-1241
Пригодич С. 1028
Прокофьев А. 718
Прохарава А. 1757
Прохарава Т. 1194
Прохараў А. 439, 440
Процкін I. 1164.12, 1164.17. 1164.21, 1164.27.2, 1164.65
Процька Т. 258
Прусакова Б. 116
Прыгодзіч М. 66, 93, 142, 1244-1246
Прыходзька Л. 1344
Прышчэпчык А. 1258-1262
Прышчэпчык Г. 1672.4
Пугач В. 1128
Пузиков В. 589
Пузиков П. 589
Пулко В. 1341
Пупко Г. 1504.23, 1504.27
Путейко Т. 1090
Пучинский И. 1029
Пушкарэвіч А. 1266
Пушкін І. 10, 348, 355, 356.1, 719
Пшенко И. 1005
Пшыркоў Ю. 1218
Пясецкі С. 1267
Пяткевіч А. 1268, 1269
Пятроўская Г. 1082
Пятроўскі Я. 1270-1273, 43, 44
Рабаданава Л. 431.14-431.17
Рабкевіч В. 87, 1275, 1276, 1465.9
Рабянок П. 1164.21, 1164.27, 1164.30, 1164.65, 1164.76, 1164.77
Равінскі А. 1356
Рагаўцоў А. 1328,1840
Рагаўцоў В. 912, 1171, 1277-1280, 1490
Раговіч У. 1281
Рагойша А. 1345
Рагойша В. 175,1282-1284
Рагойша П. 1267
Рагуля А. 1335, 1337, 1344, 1500
Рагуля Б 1285
Радзивиллъ К. 84
Радзюк Дз. 1196
Радкевич В. 1287
Радоўскі К. 1233
Радченко 3. 1288
Радыно Я. 1370
Ражко Л. 992.4
Ражкоў Л. 1015
Разанава Г. 1194
Разанаў А. 1290
Разенблат Я. 1708.1, 1708.2
Разумаў Г. 1164.80
Разумихинь С. 1295
Райко П. 1426
Райлло А. 254
Райскі У. 1164.12, 1164.17, 1164 85
Ракашэвіч У. 578
Ракицкая Н. 272
Ракіцкая И. 1234
Ракоўскі С. 105
Ракуць В. 1874, 1875
Ралавец М. 1296
Раманаў E. 1582.1.3
Рамановіч Я. 155, 868.1, 1297-BOO, 1487
Раманоўскі І. 155
Раманоўскі М. 444
Раманцэвіч В. 1301-1303
Раманчыкава Г. 1614
Рапановіч Я. 213, 253, 1304, 1305
Рапінчук С. 1510
Раптуновіч Я. 1709
Растаргуеў П. 1309
Расторгуев П. 1310-1313, 1434
Ратнікава I. 293, 294
Рафаловичъ П. 85
Рачэўскі С. 416, 967, 1239. 1343, 1708.1
Редько В. 1025.3
Решетова Л 768
Ржавуцкая M. 1168.2
Ржига В. 1315
Риер Я. 1988
Ровйнскій П. 86
Розаў М. 1105
Рой Ю. 1069
Романенков И. 87
Романович E. 1313
Романовъ E. 978, 1006, 1320-1326, 88
Романцевич В. 1341
Роміна А. 1673
Россіхін В. 1164.11
Роўда І. 293, 294, 766
Рошчына Т. 1365
Рубінштэйн H. 1976
Рудакоўская 3. 985.1, 985.3, 985.7
Рудакоўскі В. 1327
Рудаман I. 1448
Руденко E. 1012
Рудкоўская I. 1328, 1840
Рудницький Я. 575.3
Руднік С. 1319
Рудэнка А. 759, 1656
Рудэнка I. 2035.13, 2035.14
Ружанцоў А. 90
Русак В. 1329
Русакевич Ю. 1330
Русакевіч У. 141, 530
Русачык Т. 1331
Русецкі А. 325
Русілка В. 174, 1318
Русіновіч А. 1240
Русов П. 1368
Рыбчонак С. 956,1 395
Рыдзеўскі Г. 1397
Рыхтэр I. 930
Рэвяка М. 1230
Рэут Г. 409.4
С. К. 1464
Сабалеўскі А. 1414
Савельеў В. 1403
Саверчанка І. 74
Саверчанка Н. 1365
Савицкая Н. 59
Савицкая С. 1110
Савіцкая Н. 1351
Савіцкі М. 1404
Савіч І. 25
Савчик М. 496
Сагановіч Г. 286.1, 1201.2, 1405, 1406, 1574.1, 1576.1, 1577.1, 1578.2, 1579.5, 1580.1, 1581.3, 1582.2, 1583.1, 1584.2, 1585.1
Садоўскі П. 1121, 1407
Садоўскі Я. 1408
Сазановіч В. 1749
Сакалоў С. 741
Сакалоўская А. 1409
Сакалоўскі M. 1504.23
Сакалоўскі У. 2021.1
Саковичъ M. 1410
Салавей Л. 1411
Саладуха А 16-18, 707
Саламаха Л. 439
Саламевіч I. (=Я.) 74, 410.1, 1205, 1412, 91
Салановіч У. 1164.4, 1164.45, 1234
Салаўёва M. 105
Салаўёў П. 1413
Салонка А. 180.2
Самайлюковіч У. 1414
Саматыя I. 75
Саматыя Р. 929
Самковіч І. 1235
Самонава А. 1206.1
Самуэль С. 422, 574, 1055, 1065.1, 1163, 1164.32, 1164.45, 1164.66, 1164.67, 1164.71, 1164.74, 1164.75, 1555, 1901
Самцэвіч В. 569
Санько З. 1023, 1365, 1415-1417, 1473, 1573.1, 1579.4
Санько С. 1418
Санюкевич Л 1419
Сапегйн Л. 1420, 1421
Сарока А. 1840
Сарока У. А. 94.1, 1483
Сарока Ул. 167.1.1, 167.1.2, 167.2.1
Сасім I. 1422
Саскевіч М. 1424,1425
Саутин В. 1426
Сауткйна Т. 1130
Саўка 3. 497, 688, 1427, 1428, 107
Саўрыцкая Т. 94.4-94.6 гл. тс Комар Т.
Саўчык Т. 571
Сахараў С. 92
Сахарова Е. 222
Сахаровъ И. 231.2, 575.1
Сахарыленка А. 1682
Сахута Я. 1429
Сацута I. 522.2, 1356, 1430
Сачанка А. 1232
Сачанка Б. 179, 191, 218, 1055, 1163, 1164.20, 1164.45, 1164.74, 1164.75, 1828, 1897.2, 1901
Сачанка Л. 1431
Сачанка С. 827
Саченко Б. 272,1901.1
Свежинский В. 1369
Свяжынскі У. 431.3, 1011.1, 1395, 1436, 1437-1439, 1980
Святополкь-Мирскій П. 1394
Севярнёва А. 151, 1138, 1139, 1440-1445, 1838. 1839
Сегень Б. 1446
Сегянюк Г. 1677
Секач И. 113
Селех М. 364
Сельвіч С. 1447
Семашкевіч Р. 1902
Семеняко Ю. В. 538
Семенякоў В. С. 208, 1164.60
Семешко Л. 1373
Семяжон Я. 1465.1, 1465.3— 1465.6
Семяновіч I. 1358
Семянчук Г. 257, 320
Семянькова Г 1449
Сендер Г. 1343
Сенькавец У. 71,1667
Серада С. 1450
Сербента В. 589
Сербовъ И. 1451
Сергачев С. 1368,1452
Сергіенка Р. 1004
Сердзюкоў Н. 985.5
Сержанин И. 536,1748
Сержанина Г. 1453
Сержпутовский А. 1454, 94, 95
Сержпутовскій А. 1455, 96-98
Сечко В. 1386
Сидоров С. 1292
Сидорович Л. 1216.1
Симонова Т. 59
Синчук И. 1462
Сипакова Р. 222
Сігеда П. 1456
Сідаровіч К. 1457
Сідаровіч M. 1164.79.2.3
Сідор С. I. 389, 1458
Сілівончык H 483
Сільнова Л 1459, 1460
Сіманоўская I. 1488
Сіманоўскі С. 663
Сініца В. I. 746
Сініца (сапр. Стома) Васіль 104
Сіняк Н. 1164.53
Сіплівеня Ж 1463
Сіроткін Ю. 931
Сіцька 3. 567
Скадан В. 1742, 2022.5.2, 2156.4.1
Скакун А. 889
Скалабан В. 634, 1164.54, 1199
Скарына Ф. 67.2, 69, 327, 345, 743, 840, 1408, 1497. 1611. 1697, 1758,2142,79
Скарынкін I. 1164.26
Сквайре Е. 2157.1
Скікевіч А. 1469, 1751
Скойбяда А. 1013
Скорабагатаў В. 1470
Скорабагатая А. 169
СкуратК. 1371, 1471, 1472
Скяутерене Ю. 859 гл. тс Лаучюте Ю.
Слабін У. 83, 640. 1473
Слесарава І. М. 174, 1318
Сліўкін В. 891
Словік С. 1127
Слуцкая К 1371
Смагін А. 649
Смагленко Ф. 1110
Смальцар I. 1707
Смалянчук А. 399
Смаршчок М. 1514, 1515
Смідовіч І. 105
Смірнова Р. 1164.31, 1164.38
Смірноў П. 1226.17
Смольская H. А. 1504.24
Смольская Н. Ф. 180.1, 180.2
Смольский А. 811.1, 811.3
Смольскі А. 1002
Снагоўская Н. 1517
Снитко К. 31.9-31.17
Собалева В. 1164.49, 1164.77
Собалеў У. 1488
Соболевскій А. 1518
Сойка В. 1164.53
Соколовская А. 1520
Соколовъ С. 1519
Сорока В. 1521
Сосновский Л. 1684
Спанкерэн К. ван 1088
Спірыдонаў М. 1089, 1522
Спрогисъ И. 31.6-31.25, 506, 1213, 1432, 103
Спружэўнік А. 107
Спрынчан А. 294
Сразнеўскі I. 1567
Станкевичъ А. 1569
Станкевіч А. А. 67, 892, 985.4, 1564, 1570-1572
Станкевіч Адам 1568
Станкевіч В. 398
Станкевіч Н. 1146, 1565.2
Станкевіч С. 1573, 2143.2
Станкевіч Ю. 1829
Станкевіч Ян (псэўд. Вайцюлевіч П., Піліпёнак М., Станкеўчык Я.) 286, 412,5 20, 1201, 1574-1585, 1756
Станкевіч Яраслаў 1586, 1587
Станкеўчык Я. гл. Станкевіч Ян
Старавойтава Н. 1589
Старасценка Н. 985.8, 989.2
Старжынская Н. 1592
Старчевскій А. 1594, 1595
Старченко В. 1137
Старычонак В. 1596-1600
Стасевіч А. 1306,1601
Сташкевіч А. 1050,1759
Степановъ А. 1716
Степанок Л. 1110
Стецко П. 1380
Стома (псэўд. Сініна) В. 104
Сторажава Н 1604
Стражаў В. 1144
Стральцоў Б. 1263
Страчук Т. 1343
Стрижевич А. 1161
Стулов Ю. 346
Стэльмах А. 1164.49
Стэцка П. 1607, 1608 гл. тс. Сцяцко П.
Стэцкевіч С. 1064.2, 1064.3
Сувораў Ю. 746, 1064.3, 1609, 1618
Судннк М 1381
Суднік М. 148, 207.1, 897, 1484, 1610, 1611, 1671, 1672.5, 1928, 1948
Суднік С. 1612, 1613, 1891, 2158.1
Супрун А. 2,70, 874, 936, 991.2-991.13, 1061. 1179, 1304, 1614. 1785, 1905.1, 1905.3
Супрун В. 81.1, 984, 1615
Супрун С. 1164.28
Сураскі А. 157
Сурганава С. 648
Сурский Д. 227
Сурский О. 227
Сурта І. 1226.13.2, 1226.13.3, 1226 14
Сурын Ф. 1616
Сухая Т. 168.1391,1619
Сучкоў I. 201
Суша Т. 56,694
Сушкевіч Л. 440
Сушчэня Л. 544, 574, 1827, 1828
Сущеня Л. 1221.1, 1396 Сўінджвуд Э. 969
Сцепаненка А. 1164.33
Сцепура Ф. 1620
Сцепуро Ф. 1621
Сцяпанава I. 648
Сцяпанава С. 992.3
Сцяцко П. 120, 617, 1463, 1505, 1622-1633, 1796, 1885 гл. тс. Стэцка П.
Сцяшковіч Т. 742, 1634-1637, 1798
Сырадоеў П. 1164.84
Сысой Г. 1019
Сыцько Т. 992.4
Сьнітко Т. 984
Сьцепановіч Хв. 1641
Сякацкая К. 439
Сямашка І. 620
Сямашка Н. 114, 115
Сямешка Л. 368
Сянкевіч (Шчасная) Н. 45
Сянько А. 1504.26
Сянько Г. 1504.21
Сяржаніна Г. 1642
Сяржант Т. 1804.3
Сячэйка С. 1643-1645
Таболіч Алена 56, 694, 1646-1650
Таболіч Андрэй 1650
Тамашэвіч Т. 50, 666, 1652, 1653, 1956
Тарасава С. 1759
Тарасаў К. 789, 1655
Тарасаў С. 1003, 1164.71
Тарасевичъ О. 674
Тарасевіч А. 1656
Тарасевіч Н. 1657
Тарасенка В. 2035.8, 2035.9, 2035.15-2035.17
Тарасов К. 1747
Тарасова M. 1264.9-1264.11
Тачыла У. 1164.71
Теплова В. 1722
Терехин С 479
Тимохина Т. 1516
Титов В. 1216.1
Тихановъ П. 248.1, 1663-1665
Тихиня В. 1177
Ткачев М. 1666
Ткачова А. 107
Ткачова В. 1667
Ткачоў М. 823,1164.83, 1668-1670, 1807, 1876
Токарев H. 335
Токарев C. 344
Токць C. 399
Толочко В. 1025.1, 1025.2
Толстой Н. 72, 150, 314, 318, 329, 352, 706, 739, 778, 866, 975, 1108, 1520, 1679, 1681
Толсцік А. 992.4
Томашевич Т. 774
Томин М. 841, 1131, 1680, 1754.2, 1754.3-1754.5
Топоров В. 1681
Траншель В. 254
Траццякевіч В. 168, 1619
Третьякевич В. 1391
Третьяков Д. 1130
Тригубович В. 811.3
Трубачев О. 1681
Трусава А. 969
Трусаў А. 1685, 1686
Трусевичъ И. 1687
Трусманъ Ю. 1688
Трухан Т. 788, 868.4, 1689-1694
Трухановіч І. 139
Трыгубовіч В. 1002
Трыпуціна Т. 417, 1143, 1168.1, 1695, 1949
Трэмповіч П. 183.9
Тузава P. 665
Тумаш Вера 1696
Тумаш Вітаўт 1697, 105
Тумаш Г. 1698
Тупеневич С. 254
Тупиковъ Н. 1699
Туркевіч В. 1164.35, 1701
Туронак Ю. 1702
Турцевичъ А. 31.18-31.25, 506
Турцэвіч 3. 431.10, 431.12, 431.17-431.21
Тычка Г. 561
Тычына А. 193
Тюльпанов А 1712
У. Л. гл. Ластоўскі Вацлаў
Уварава Г. С. 11
Углік Т. Р. 1335
Уладзіміраў У. 1718
Уладыкоўская-Канаплянік Л. 214
Уласава М. 1720
Уласевіч В. 1721
Улашчанка А. 992.1
Ульянка Б. 888, 889, 1164.2, 1164.38, 1164.41, 1164.68, 1164.69
Унбегаун Б. 2157.1
Урбан П. 1723, 1724
Урбановіч П. 1725
Урбановіч У. 2158.1
Урбановіч(-Саўка) I. 497, 688
Урман В. 1025.2
Успенский Б. 2157.1
Успенский С. 1727
Успінава А. 1448
Усціновіч (Г)анна 178, 1728-1736
Утыро Л. 1387
Ушаков М. 1741
Файнберг Р. 226
Фантаньскі Г. 2001.1
Фанеева С. 1743, 1744
Феафілава T. 1164.58
Федасеенка М. 1194
Федзюковіч М. 1745, 1746
Федоров Ю. 1392
Федорук А. 1747
Федосеенко Н. 227
Федосенко Г. 1215
Федосов В 813
Федосов О. 9
Федюшин А. 1748
Фелькіна В. 1491
Фенчук Т. 1382
Феранц В. 1164.33,1164.37, 1164.53, 1164.57, 1164.58, 1164.69
Ференц В. 496
Фёдараў М. 1709
Фёдараў У. 1848, 1849
Филин Ф 964
Филиппова В. 1025.1
Филонов И. 809
Філарэт, мітрапаліт 67
Філіпава В. 862
Фіранчук А. 1753
Фонтаньский Г. 2001.3
Фураеў В. 1064.3
Фуре И. 1392
Фэдароўскі М. 1582.1.3
Фэйган Б. М. 1759
Фядзюшын А. 1760-1762
Фядорчанка А. 679
Фядосаў А. 824
Фядосенка Г. 902, 1904
Фядосенка У. 1504.22
Фядосік А. 73, 80.2, 199, 200.1, 207.2.1, 277, 354, 896, 1082, 1192, 1252, 1252.2, 1742, 2022.5.2, 2156.4.1
Фядосік В. 439, 440
Фядотаў У. 646
Фядута В. 1872, 1873
Харевич М. 1025.2, 1025.3
Харлович В. 224.7
Харын Ю. 1804
Хаткевич Г. 1375
Хаткевіч Г. 164
Хаўратовіч I. 1055, 1163, 1164.45, 1481.4, 1481.12-1481.14, 1481.40
Хацкевіч Б. 1149
Хвастоў У. 1111
Хмара С. 1763
Хобатаў М. 1164.55, 1164.56
Ходас В 1364
Ходзька Я. 2153
Ходзькі (род) 1395
Холанд Б. 1764
Холодилов О 1765
Хомчанка В. 1766
Хохлов В. 1766
Храпко М. 720
Хромчанка Дз. 1164.48
Хрусталев Б. 721, 809
Хруцкі І. 1166
Хрушчова А. 1742, 2022.5.2, 2156.4.1
Хурсік В. 1164.2, 1776
Царанкоў Л. 896, 1777
Царэнка Т. 646
Цвірка К. 1866,2022.5
Церашковіч П. 444
Церашковіч T. 1779
Церашчатава В. 1686, 1780
Цеханавецкі А. 2021.1
Цивина К. 2176.1
Цисык А. 1738-1740
Ціванова Г. 1246
Ціво П. 1746
Ціманюк С. 659
Цімашкова А. 1783
Цісык А. 1332,1784
Цітова А. 1785
Цітова Л. 1786
Цітовіч Г 1286
Цітоў А. 1787-1789
Цітоў Л. 757
Ціханаў А 1358
Цумараў Я. 1651
Цыбульская С. 720, 1791
ЦымборскіА. 1792
ЦыхунА. 1794-1798
Цыхун Г. 161, 170, 785, 859, 869, 970, 1700, 1794. 1795, 1798, 1799, 1905.1, 1905.7
Цьвірка В. 107
Цьвяткоў Л. 1800
Цэлеш М. 1801
Цэхановіч Л. 985.2
Цярохін С. 1802
Цяслюк І. 657
Чабатар Н. 1803
Чабярук А. 868.2, 1298-1300
Чалюк Н. 946, 948
Чамярыцкі В. 743
Чантурыя Ю. 823, 1668, 1807
Чаплінская Я. 1808
Чарнецкі M. 1810
Чарняўская Ж. 1164.72
Чарняўская C. 1164.71, 1164.72
Чарняўскі М. 560, 1811
Чарота І. 1812, 1813
Чачот Я. 1814, 2022.5, 2143.1.2, 2143.2.2
Чекалов И. 808, 814-816
Чепіга І. 575.8, 867.3
Чернецкая Ю. 1602
Чернякевич Н. 991.7,1815
Чижевский Б. 1292
Чистов К. 2176.1
Чоловскій К. 1132.1
Чопчыц А. 1051
Чопэк Б. 1816
Чорны К. 817, 1817
Чужыловіч А. 1818
Чумакова В. 1164.1
Чумакова M. 654
Чурко Ю. 208
Чурыла 106
Чыгрын I. 1819-1824
Чыж А. 1825
Чыкалава I. 1334, 1826
Чырко I. 1146
Чыслаў С. 1613
Чэкман В. М. 859, 869, 1798
Чэмер А. 1830
Чэркас М. 1123
Чэчат В. В. 1831
Чэчат В. У. 1831, 1832
Чэчат Р. 1831
Шаблюк В. 1522, 1726
Шавель И. 180.2
Шавельскі В. 1833
Шавыркіна М. 1507
Шакаль Ю. 1833, 1834
Шакун Л. 129,767
Шамак А. 1335
Шамшур В. 1360, 1389
Шамякин И. 188.2, 256, 273, 323, 448, 466, 603, 1007, 1026.1, 1045, 1065.2, 1160.1, 1160.2, 1243
Шамякін І. 188, 584, 1164.8, 1164.13, 1164.50, 1164.54, 1164.73, 1164.82, 1603, 1758, 1899, 1900, 1903, 1942
Шамякіна T. 584
Шанюкевіч В. А. 32
Шапавалава Л. 1835
Шапіра С. 1164.70
Шапялевіч А. 1837
Шапялевіч В. 1836, 1837
Шапялевіч К. 1440, 1441, 1838, 1839
Шарпило В. 1028, 1029
Шаруха I. 183.3.1, 855.8, 1328, 1397, 1840
Шаруха Т 1397, 1840
Шарэнда В. 1199
Шастаковіч А. 1414
Шаталава Л. 1841-1844
Шатских А. 1845
Шатэрнік М. 1846
Шаўлоўская M. 1847
Шаўрова А. 1400
Шаўчук С. 1168.2
Шаўчэнка Л. 310, 311
Шахнович С 1019
Швядоўскі П. 1848,1849
Шевчук А. 1398
Шейнъ П. 1850, 1851, 108-112
Шестаковъ П. 1852, 1853
Шибеко З. 1854
Шибеко С. 1854
Шибицкая А. 1565
Шидловский А. 1855
Шимкевичь О. 1856
Широканов Д. 380
Широковь К. 1857
Шифрисова Ф. 1858
Шихарева М. 344.2, 344.3
Шишкин Б. К. 1131, 1754.1, 1754.4, 1754.5
Шкляраў Ф. 315
Шкляров Л. 1106
Шкраба І. 260, 766, 1861, 1862
Шкраба Р. 1862
Шлома Л. 1329 гл. тс Майсеня Л.
Шматаў В. 189, 193, 1863-1866
Шмярко Я. 1867
Шолковичь С. 31.1-31.8, 41, 42, 1432
Шомадзі В. 1163
Шпак І. 1868
Шпакоўскі І. С. 1869
Шпилевскій П. (псэўд. Древ-лянскій П.) 509, 1870, 1871, 113-115
Шпілеўскі I. 855.7, 1067, 1098.1, 1231.1
Шрамава Н 201
Штоп И. 906
Штыхаў Г . 101.2, 435, 734, 1164.60, 1164.71, 1670, 1685, 1872-1876, 2035.13, 2035.14
Шуба П. 148, 164, 243, 293, 294, 366, 427, 542, 970, L305, 1370, 1375, 1877-1880, 1940, 1985
Шуганава Т. 1940
Шульман М. 1881
Шумейка М. 104,1199
Шуміла У. 1164.24
Шуйская I. 1882
Шумскі П. 661
Шункевич Ю. 233
Шупа С. 1703
Шур В. 1882-1887
Шурхай С. 1048
Шутовіч Н. 649
Шушкевич М. 739
Шчаглоў А. 1565.2
Шчарбакова I. 2110
Шчарбакоў В. 1226.8
Шчарбун М. 164
Шчасная Н. гл. Сянкевіч Н.
Шчука А. 56, 694, 804
Шчур Т. 989.3,989.5
Шчур У. 1469,1751
Шчыракоў А. 1336
Шчэрбін В. 796
Шыбека З. 1854.1
Шыбека С. 1854.1
Шыбіцкі А. 1146
Шыдлоўскі А. 1888
Шыдлоўскі K. C. 1164.9
Шыдлоўскі Кастусь 257, 320
Шыкуноў У. 658
Шыловіч Г. 1111.21
Шыманец У. 116
Шыманоўскі А. 1889
Шыманская С. 1444, 1445
Шыманскі А. 444
Шымбалёў А. 191.7
Шымкевіч Ф. 102
Шыпенка Я. 1164.85
Шырма Р. 184, 935, 1860, 1890
Шэйкін Г. 979.1, 979.2, 979.4
Шэйн П. 1582.1.2, 1582.1.3, 1893
Шэка Н. 1400
Шэлягава Т. 180.1, 180.2
ШэметА. 992.3
Шэр Б. М. 1968
Шэрбаф А. 277
Шэўчык Н. 1894
Шэхтар І. 180.1
Щербакова И. 449
Щербин В. 744, 1661
Щербицкш О. 100.1
Щербун М. 1375
Энгелькінг А. 1462
Эпімах-Шыпіла Б. 678.2, 1846, 1902
Эсківель А. К. 1768
Юргевичъ В. 1906
Юргілевіч П. 1711
Юрчанка Г. 1073, 1907-1925
Юрэвіч А. Л. 1929
Юрэвіч А. К. 1801, 1928
Юрэвіч Л. 286.1, 1201.2, 1285, 1574.1,    1576.1, 1577.1, 1578.2, 1579.5, 1580.1, 1581.3, 1582.2, 1583.1,    1584.2, 1585.1, 1930
Юрэвіч У. 575.6, 1931
Юхнавец І. 1932
Юхо Т. 1933, 1934
Ючас М 2064
Юшкевич В 51
Юшкевіч В 1234
Юшкин В. 1935
